Input.content,Answer.sentiment
"{RT @CNNPolitics: Donald Trump doesn't need Congress to start building a wall, Rudy Giuliani says }",Negative
"{RT @CNNPolitics: Donald Trump doesn't need Congress to start building a wall, Rudy Giuliani says }",Positive
{President-elect Donald Trump deplanes after arriving at D.C.-area airport for White House meeting… },Positive
{President-elect Donald Trump deplanes after arriving at D.C.-area airport for White House meeting… },Positive
{President-elect Donald Trump deplanes after arriving at D.C.-area airport for White House meeting… },Negative
{President-elect Donald Trump deplanes after arriving at D.C.-area airport for White House meeting… },Positive
"{The moment 5 college students, locked in a room during Election night, learn that Trump won }",Positive
"{The moment 5 college students, locked in a room during Election night, learn that Trump won }",Negative
"{The moment 5 college students, locked in a room during Election night, learn that Trump won }",Negative
"{The moment 5 college students, locked in a room during Election night, learn that Trump won }",Negative
"{President-elect Donald Trump arrives in Washington, D.C. Watch live: }",Positive
"{President-elect Donald Trump arrives in Washington, D.C. Watch live: }",Positive
"{President-elect Donald Trump arrives in Washington, D.C. Watch live: }",Positive
"{President-elect Donald Trump arrives in Washington, D.C. Watch live: }",Positive
"{Stock market nears all-time highs after Trump election, a reaction few expected }",Negative
"{Stock market nears all-time highs after Trump election, a reaction few expected }",Positive
"{Stock market nears all-time highs after Trump election, a reaction few expected }",Positive
"{Stock market nears all-time highs after Trump election, a reaction few expected }",Positive
"{What to expect in Donald Trump's America, based on campaign promises }",Positive
"{What to expect in Donald Trump's America, based on campaign promises }",Positive
"{What to expect in Donald Trump's America, based on campaign promises }",Positive
"{What to expect in Donald Trump's America, based on campaign promises }",Positive
"{Young girl leads protesters in anti-Trump chant: ""Love is love, and love trumps hate."" }",Positive
"{Young girl leads protesters in anti-Trump chant: ""Love is love, and love trumps hate."" }",Negative
"{Young girl leads protesters in anti-Trump chant: ""Love is love, and love trumps hate."" }",Negative
"{Young girl leads protesters in anti-Trump chant: ""Love is love, and love trumps hate."" }",Negative
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Pre-election polls underestimated support for Donald Trump — and now experts want to know why… },Positive
{Here's a look at who might be included in a Trump Cabinet and inner White House circle },Positive
{Here's a look at who might be included in a Trump Cabinet and inner White House circle },Positive
{Here's a look at who might be included in a Trump Cabinet and inner White House circle },Positive
{Here's a look at who might be included in a Trump Cabinet and inner White House circle },Positive
"{Donald Trump's friend and fundraiser says the President-elect is going to ""build a wall of understanding"" }",Positive
"{Donald Trump's friend and fundraiser says the President-elect is going to ""build a wall of understanding"" }",Positive
"{Donald Trump's friend and fundraiser says the President-elect is going to ""build a wall of understanding"" }",Positive
"{Donald Trump's friend and fundraiser says the President-elect is going to ""build a wall of understanding"" }",Negative
{Protesters burned an effigy of Donald Trump in Los Angeles as demonstrations took place overnight across the US… },Negative
{Protesters burned an effigy of Donald Trump in Los Angeles as demonstrations took place overnight across the US… },Negative
{Protesters burned an effigy of Donald Trump in Los Angeles as demonstrations took place overnight across the US… },Negative
{Protesters burned an effigy of Donald Trump in Los Angeles as demonstrations took place overnight across the US… },Negative
"{""People will finally know that Slovenia is not Slovakia."" Residents of Melania Trump's hometown react to Trump's win }",Positive
"{""People will finally know that Slovenia is not Slovakia."" Residents of Melania Trump's hometown react to Trump's win }",Positive
"{""People will finally know that Slovenia is not Slovakia."" Residents of Melania Trump's hometown react to Trump's win }",Positive
"{""People will finally know that Slovenia is not Slovakia."" Residents of Melania Trump's hometown react to Trump's win }",Positive
{They're calling it #Calexit: Some Californians want to secede after Trump's victory },Negative
{They're calling it #Calexit: Some Californians want to secede after Trump's victory },Negative
{They're calling it #Calexit: Some Californians want to secede after Trump's victory },Negative
{They're calling it #Calexit: Some Californians want to secede after Trump's victory },Positive
{Here's how the exit poll data explains Donald Trump's victory },Positive
{Here's how the exit poll data explains Donald Trump's victory },Positive
{Here's how the exit poll data explains Donald Trump's victory },Positive
{Here's how the exit poll data explains Donald Trump's victory },Positive
"{Trump is the only man ever to win the presidency with no political, diplomatic or military executive experience }",Positive
"{Trump is the only man ever to win the presidency with no political, diplomatic or military executive experience }",Negative
"{Trump is the only man ever to win the presidency with no political, diplomatic or military executive experience }",Positive
"{Trump is the only man ever to win the presidency with no political, diplomatic or military executive experience }",Positive
"{""He's going to screw us all."" Mexico reacts to Donald Trump's victory }",Negative
"{""He's going to screw us all."" Mexico reacts to Donald Trump's victory }",Negative
"{""He's going to screw us all."" Mexico reacts to Donald Trump's victory }",Negative
"{""He's going to screw us all."" Mexico reacts to Donald Trump's victory }",Negative
{Here's what Donald Trump thinks of other countries around the world },Negative
{Here's what Donald Trump thinks of other countries around the world },Positive
{Here's what Donald Trump thinks of other countries around the world },Positive
{Here's what Donald Trump thinks of other countries around the world },Positive
{Former Democratic National Committee chairman says Hillary Clinton should probably have run for president in 2008 },Positive
{Former Democratic National Committee chairman says Hillary Clinton should probably have run for president in 2008 },Negative
{Former Democratic National Committee chairman says Hillary Clinton should probably have run for president in 2008 },Negative
{Former Democratic National Committee chairman says Hillary Clinton should probably have run for president in 2008 },Positive
"{Donald Trump's victory was secured by a combination of many small victories across gender, race and age lines }",Positive
"{Donald Trump's victory was secured by a combination of many small victories across gender, race and age lines }",Positive
"{Donald Trump's victory was secured by a combination of many small victories across gender, race and age lines }",Positive
"{Donald Trump's victory was secured by a combination of many small victories across gender, race and age lines }",Positive
"{Trump's foreign policy is likely to be unpredictable, but he's not going to blow up the world, writes one columnist }",Positive
"{Trump's foreign policy is likely to be unpredictable, but he's not going to blow up the world, writes one columnist }",Negative
"{Trump's foreign policy is likely to be unpredictable, but he's not going to blow up the world, writes one columnist }",Positive
"{Trump's foreign policy is likely to be unpredictable, but he's not going to blow up the world, writes one columnist }",Negative
{These are the tasks Donald Trump will have to complete between now and his inauguration on January 20 },Positive
{These are the tasks Donald Trump will have to complete between now and his inauguration on January 20 },Positive
{These are the tasks Donald Trump will have to complete between now and his inauguration on January 20 },Positive
{These are the tasks Donald Trump will have to complete between now and his inauguration on January 20 },Positive
"{For American Muslims: Shock, fear and resolve }",Negative
"{For American Muslims: Shock, fear and resolve }",Negative
"{For American Muslims: Shock, fear and resolve }",Negative
"{For American Muslims: Shock, fear and resolve }",Negative
{Melania Trump will become just the second foreign-born first lady in US history },Positive
{Melania Trump will become just the second foreign-born first lady in US history },Positive
{Melania Trump will become just the second foreign-born first lady in US history },Positive
{Melania Trump will become just the second foreign-born first lady in US history },Positive
{One of Melania Trump's priorities as first lady will be fighting cyber bullying },Negative
{One of Melania Trump's priorities as first lady will be fighting cyber bullying },Positive
{One of Melania Trump's priorities as first lady will be fighting cyber bullying },Positive
{One of Melania Trump's priorities as first lady will be fighting cyber bullying },Positive
"{""It felt personal, like the election was a vote against me."" American Muslims react to Trump's victory: }",Negative
"{""It felt personal, like the election was a vote against me."" American Muslims react to Trump's victory: }",Negative
"{""It felt personal, like the election was a vote against me."" American Muslims react to Trump's victory: }",Negative
"{""It felt personal, like the election was a vote against me."" American Muslims react to Trump's victory: }",Positive
{Protesters in Los Angeles burned an effigy of Donald Trump },Negative
{Protesters in Los Angeles burned an effigy of Donald Trump },Negative
{Protesters in Los Angeles burned an effigy of Donald Trump },Negative
{Protesters in Los Angeles burned an effigy of Donald Trump },Negative
"{Controversial Philippines President Rodrigo Duterte says he and Donald Trump ""both like to swear"" }",Positive
"{Controversial Philippines President Rodrigo Duterte says he and Donald Trump ""both like to swear"" }",Negative
"{Controversial Philippines President Rodrigo Duterte says he and Donald Trump ""both like to swear"" }",Positive
"{Controversial Philippines President Rodrigo Duterte says he and Donald Trump ""both like to swear"" }",Positive
{What Donald Trump's presidency could mean for Silicon Valley },Positive
{What Donald Trump's presidency could mean for Silicon Valley },Positive
{What Donald Trump's presidency could mean for Silicon Valley },Negative
{What Donald Trump's presidency could mean for Silicon Valley },Positive
{Protests erupt in several US cities after Donald Trump’s presidential win },Negative
{Protests erupt in several US cities after Donald Trump’s presidential win },Negative
{Protests erupt in several US cities after Donald Trump’s presidential win },Negative
{Protests erupt in several US cities after Donald Trump’s presidential win },Positive
{Philippines President Duterte moves to bury the hatchet with the US after Trump’s election to the White House… },Negative
{Philippines President Duterte moves to bury the hatchet with the US after Trump’s election to the White House… },Positive
{Philippines President Duterte moves to bury the hatchet with the US after Trump’s election to the White House… },Positive
{Philippines President Duterte moves to bury the hatchet with the US after Trump’s election to the White House… },Positive
{Protesters take to the streets in several cities after Donald Trump's US presidential win },Positive
{Protesters take to the streets in several cities after Donald Trump's US presidential win },Positive
{Protesters take to the streets in several cities after Donald Trump's US presidential win },Negative
{Protesters take to the streets in several cities after Donald Trump's US presidential win },Negative
"{Now that he's president-elect, Donald Trump will receive the same security briefings as President Obama… }",Positive
"{Now that he's president-elect, Donald Trump will receive the same security briefings as President Obama… }",Positive
"{Now that he's president-elect, Donald Trump will receive the same security briefings as President Obama… }",Positive
"{Now that he's president-elect, Donald Trump will receive the same security briefings as President Obama… }",Positive
"{.@JeffreyToobin on anti-Trump protests: Trump ""doesn't care. He won."" }",Negative
"{.@JeffreyToobin on anti-Trump protests: Trump ""doesn't care. He won."" }",Negative
"{.@JeffreyToobin on anti-Trump protests: Trump ""doesn't care. He won."" }",Positive
"{.@JeffreyToobin on anti-Trump protests: Trump ""doesn't care. He won."" }",Positive
"{Hillary Clinton supporter on the anti-Trump protests: ""This is not helping"" }",Negative
"{Hillary Clinton supporter on the anti-Trump protests: ""This is not helping"" }",Negative
"{Hillary Clinton supporter on the anti-Trump protests: ""This is not helping"" }",Negative
"{Hillary Clinton supporter on the anti-Trump protests: ""This is not helping"" }",Negative
{Joe Biden: The Trump administration will stand with Israel },Positive
{Joe Biden: The Trump administration will stand with Israel },Positive
{Joe Biden: The Trump administration will stand with Israel },Positive
{Joe Biden: The Trump administration will stand with Israel },Positive
